place,title,time,pay,date
경기 화성시, 이마트에브리데이 동탄카림점,16:30~23:00,"월급1,709,120",3시간전
경기 화성시, 이마트에브리데이 동탄호수점,16:30~23:00,"월급1,709,120",3시간전
충남 서산시, 이마트에브리데이 서산읍내점,16:30~23:00,"월급1,709,120",4시간전
경기 김포시, 이마트에브리데이 고촌2점,13:00~19:30,"월급1,595,760",6시간전
경북 경산시, 이마트에브리데이 진량점,16:30~23:00,"월급1,709,120",02/28
경기 용인시, 이마트에브리데이 서천점,13:30~20:00,"월급1,595,760",02/28
경기 고양시, 이마트에브리데이 탄현역점,16:30~23:00,"월급1,709,120",02/28
서울 서초구, 이마트에브리데이 우면점,09:00~15:30,"월급1,595,760",02/27
경기 용인시, 이마트에브리데이 기흥점,13:00~19:30,"월급1,595,760",02/26
서울 서초구, 이마트에브리데이 우면점,14:30~21:00,"월급1,595,760",02/26
충남 천안시, 이마트에브리데이 북천안점,15:30~22:00,"월급1,595,760",02/23
세종 다정동, 이마트에브리데이 세종다정점,09:00~15:30,"월급1,595,760",02/23
경기 용인시, 이마트에브리데이 서천점,13:30~20:00,"월급1,595,760",02/23
경기 수원시, 이마트에브리데이 수원태장점,16:30~23:00,"월급1,709,120",02/22
경기 군포시, 이마트에브리데이 당동점,09:00~15:30,"월급1,595,760",02/22
경기 포천시, 이마트에브리데이 신읍동점,16:30~23:00,"월급1,709,120",02/22
서울 서초구, 이마트에브리데이 남부터미널점,09:00~15:30,"월급1,595,760",02/22
서울 송파구, 이마트에브리데이 송파점,15:00~21:30,"월급1,595,760",02/20
서울 송파구, 이마트에브리데이 올림픽점,09:00~15:30,"월급1,595,760",02/20
부산 기장군, 이마트에브리데이 부산일광점,16:30~23:00,"월급1,709,120",02/20
부산 기장군, 이마트에브리데이 부산일광점,13:00~19:30,"월급1,595,760",02/20
부산 기장군, 이마트에브리데이 부산일광점,09:00~15:30,"월급1,595,760",02/20
