place,title,time,pay,date
서울 영등포, (주)파리크라상,07:00~23:00,"시급8,820",3시간전
인천 전체, 쉐이크쉑 송도점,09:00~18:00,"시급8,820",5시간전
서울 종로구, 쉐이크쉑 종각점,09:00~18:00,"시급8,820",12시간전
경기 고양시, (주)파리크라상,07:00~23:00,"시급8,820",02/28
경기 고양시, 쉐이크쉑 고양스타필드점,07:00~23:00,"시급8,820",02/28
부산 부산진, 쉐이크쉑 서면점,09:00~18:00,"시급8,820",02/27
인천 전체, 쉐이크쉑 송도점,09:00~18:00,"시급8,820",02/25
