place,title,time,pay,date
서울 강남구, (주)초록마을 본사직영,09:00~18:00,"월급1,950,000",6시간전
서울 강남구, (주)초록마을 본사직영,09:00~18:00,"월급2,360,000",6시간전
서울 서초구, (주)초록마을 본사직영,09:00~18:00,"월급2,360,000",6시간전
서울 송파구, (주)초록마을 본사직영,09:00~18:00,"월급2,360,000",6시간전
서울 성동구, (주)초록마을 본사직영,13:00~17:00,"시급10,464",7시간전
서울 서대문, (주)초록마을 본사직영,09:00~13:00,"시급10,470",7시간전
서울 마포구, (주)초록마을 본사직영,09:00~13:00,"시급10,470",7시간전
서울 강동구, (주)초록마을 본사직영,11:00~20:00,"월급2,400,000",7시간전
서울 관악구, (주)초록마을 본사직영,09:00~18:00,"월급2,400,000",7시간전
